file	F	P	R	F.tag	P.tag	R.tag	TP	FP	FN	TP.tag	FP.tag	FN.tag
20120112_www.express.co.uk_2cc333acdf6ed5465ec0d4d7f4458731780f0c07bca31232aa18a858	65.47	53.20	85.08	0.00	0.00	0.00	382	336	67	0	5	18
20120117_www.dailymail.co.uk_56994e6d6576437c4deaf0da93ed39e5e4ef091958832cf3ec83bd6d	61.45	73.21	52.94	0.00	0.00	0.00	306	112	272	0	12	23
20120117_gazette.jhu.edu_47e76623eb1c3d7206d1cb4165d0b85123ddbbf0f2b1dcd64ab40bee	87.31	82.20	93.09	0.00	0.00	0.00	337	73	25	0	7	7
20111215_www.google.com_1dadb7b8b785257c96e75525287128a33660828a93c87864be59ed53	83.68	78.71	89.33	0.00	0.00	0.00	318	86	38	0	10	11
20120117_www.slbc.lk_ffe253f28e00d6fe592352ade540a8794f1fc39629982208652ab870	76.06	66.67	88.52	0.00	0.00	0.00	108	54	14	0	0	3
20120112_www.dailymail.co.uk_8360aa5d0696320532ff3bc6d5393aaa725db973d2bb2400aef68dda	78.37	73.46	83.98	0.00	0.00	0.00	346	125	66	0	13	17
20120112_www.foxnews.com_758b76cc0f6cf537c117dd591073f38157240017e084e3fb8e1a2d9a	87.03	83.82	90.51	0.00	0.00	0.00	896	173	94	0	33	32
20120117_www.independent.ie_d1f8adf15cd45d6f91736f7d8e6a4ce125b36f88402b3c699e0fcfd2	81.21	77.21	85.65	0.00	0.00	0.00	376	111	63	0	15	16
20120117_www.bbc.co.uk_ee4014a4f6529d9216f9b35b8c4b03d285024160369fef89b9c86b45	72.52	65.18	81.73	0.00	0.00	0.00	161	86	36	0	7	10
20111215_www.bbc.co.uk_b549e6b7ec6bf53a79536b51213191b0752f33e134ba1eaef6ff1b45	81.39	76.48	86.98	0.00	0.00	0.00	374	115	56	0	15	16
20111215_www.google.com_bceb9bbdc9587b15b2cfe90aec22a9d6443a010bc7b7f8755fc2a4fa	85.64	80.92	90.96	0.00	0.00	0.00	352	83	35	0	10	11
20120112_www.theglobeandmail.com_4d28a75adf58743732cee0ecc20179df60b2a311ff393cef89b6088d	79.45	79.00	79.91	0.00	0.00	0.00	553	147	139	0	15	19
20111215_www.4ni.co.uk_e89a5849150069d124708ee2d5f01fcaa2004fe4e62393fcc61dcd61	89.37	90.31	88.45	0.00	0.00	0.00	559	60	73	0	0	20
20120112_www.google.com_2dfbec827e0f441c89fcc448d891770f6e5730f6b1554e1c6dc49cca	85.55	80.94	90.70	0.00	0.00	0.00	361	85	37	0	10	11
20120112_www.scotsman.com_05fc82470d64b6000b7e2bebc552b812a0d8708cd7935287e992f6ac	88.64	85.96	91.49	0.00	0.00	0.00	441	72	41	0	15	16
20120112_www.dailytelegraph.com.au_19da765522c25f1e05b4e2e5c71ead9d2a29c56f410c0e9466d84987	76.04	67.21	87.53	0.00	0.00	0.00	330	161	47	0	14	15
20111215_www.google.com_cdb26ea5a65abb028b8670a95d873fd0db5b7494bc03a29153cfabed	82.25	77.78	87.28	0.00	0.00	0.00	343	98	50	0	10	11
20120117_allafrica.com_ca8306a6e2b39b6e3390076bae8b3db6d31234d8ff6dd0ff5480512a	65.80	54.45	83.13	0.00	0.00	0.00	202	169	41	0	6	6
20120112_www.theage.com.au_3b2621b040935fc7babe189f04a8195e5d6d42f318738af356788972	75.92	68.36	85.37	0.00	0.00	0.00	175	81	30	0	7	10
20120112_www.bbc.co.uk_43f849f890fd1367180abcc0c8b8ae3faf43c4b09a53371d52e33efe	65.70	76.20	57.74	0.00	0.00	0.00	541	169	396	0	19	36
20120117_www.bbc.co.uk_ad83ea8e08d8bd9271e717ba6eeaff8101d3e810c810c17c84451469	47.61	67.49	36.77	0.00	0.00	0.00	164	79	282	0	7	19
20120117_www.mirror.co.uk_33b2a6dd191f2233bfa3c1ef3a49c492b505832883d3050e1940961b	83.08	77.20	89.93	0.00	0.00	0.00	491	145	55	0	16	19
20120117_www.nzherald.co.nz_63f4577ddd683088d27fd6492f831bb6a82726aa2da4eb42f87e9961	84.23	79.92	89.03	0.00	0.00	0.00	633	159	78	0	26	29
20120117_www.yorkshirepost.co.uk_50c87a669df9177b29c3a5d3019d875e04957d02d996b8bb2aac1801	87.29	85.04	89.65	0.00	0.00	0.00	381	67	44	0	15	16
20120112_www.forbes.com_06573abe0d2325fb80b1052a1c35174ba5f221041c38d5faf508b603	87.63	84.37	91.15	0.00	0.00	0.00	556	103	54	0	7	9
20120112_www.cbc.ca_130930eda8db2366fb07c8bcc86b1a960ac1e07d67e36909de294ace	75.05	68.55	82.91	0.00	0.00	0.00	194	89	40	0	8	10
20111215_www.bbc.co.uk_1cf23adb7a882e3c2684f4ef8a0b9f10a45fe51c00624f3307d1cbee	80.34	77.10	83.85	0.00	0.00	0.00	431	128	83	0	14	23
20120112_www.jta.org_4a3379d1f9ec531d5a916677a5a73da5877555db9a120018deeaadb3	73.63	77.04	70.51	0.00	0.00	0.00	349	104	146	0	8	11
20120112_www.azfamily.com_901416d2d30deb043a1da49860792aee2db6df9ed7892be62b8290ce	58.16	43.26	88.72	0.00	0.00	0.00	590	774	75	0	21	20
20120117_www.voxy.co.nz_9822c3f85f78abf468f9e7670d120cd101c2e5cca1defd3b2a312240	79.77	73.33	87.45	0.00	0.00	0.00	209	76	30	0	7	8
20120117_vitals.msnbc.msn.com_446c16a3f7e197591efce13b4ab472f3462cd95375d64b6ec18e8d43	3.93	2.71	7.14	0.00	0.00	0.00	16	575	208	0	1	6
20120112_www.radionz.co.nz_019b7a4433f39cc0bb4134f3fdb4aef3ccc81b7d442d811868a1aa61	81.20	76.24	86.86	0.00	0.00	0.00	324	101	49	0	13	17
20120112_www.slashgear.com_aa9a030c90af5872c76046a4801e9c3a704b820c13ccb4842159f709	80.56	71.65	92.00	0.00	0.00	0.00	230	91	20	0	4	5
20120112_www.cbc.ca_2013ab16a33b8e9a328db6d85e9640d6fdc1f27529f5c142819b392b	80.33	74.19	87.57	0.00	0.00	0.00	296	103	42	0	10	10
20120112_yourlife.usatoday.com_ebe50592eeff17817363219c543164cc48dd75d9b67e95c8cb630c69	74.18	64.76	86.81	0.00	0.00	0.00	612	333	93	0	3	24
20111215_www.dailymail.co.uk_d0ea63908ff796a09c45b95e841dfac33563e802387991bcc135fa4a	77.37	74.18	80.85	0.00	0.00	0.00	477	166	113	0	18	24
20120117_lifestyle.aol.co.uk_03bd3f3ec24087f69f7cc62ad2014eefaa0653bf0aed586e6dac305b	72.57	66.85	79.35	0.00	0.00	0.00	123	61	32	0	0	6
20120117_www.news.com.au_45ec13db07ca54a903d0b2f1ab5560495b485cdc62e5e573caaa8bfc	79.21	73.52	85.86	0.00	0.00	0.00	261	94	43	0	9	11
20120117_www.indianexpress.com_9f97c347cb56cdb2f44406a269d038ab499160f00601ff033fc0334d	79.57	74.50	85.39	0.00	0.00	0.00	187	64	32	0	7	9
20120117_www.gmanetwork.com_a3c1ac3e865f27770d7ead834a1ac09d3e544a5148721a6270991dc2	87.82	85.24	90.56	0.00	0.00	0.00	566	98	59	0	0	19
20120112_www.christian.org.uk_cb17ae52b290ea628635022a174dc740094a13675818745240a199a9	76.50	78.55	74.55	0.00	0.00	0.00	293	80	100	0	12	19
20120117_www.dailymail.co.uk_d2047223c1ca302714775c2e00e6b7f6a24a339fb4cbbb1ff6f96b6a	78.61	74.60	83.07	0.00	0.00	0.00	417	142	85	0	16	22
20120117_www.globes.co.il_d09882c1df29dc17384de479959ebd23c7cb2846d3e30b2735d42fb1	76.22	68.34	86.17	0.00	0.00	0.00	218	101	35	0	6	8
20120117_www.asianscientist.com_13d649500425e7e8398807a5f05fadebbfd7d61ccf9533e59c348f2f	81.46	78.82	84.29	0.00	0.00	0.00	413	111	77	0	14	14
20120117_www.frenchtribune.com_4265bebad043b0d08948897b8390eaceaf5efe5961cd40268644e147	86.20	81.89	90.99	0.00	0.00	0.00	303	67	30	0	7	9
20120117_www.dailymail.co.uk_71b8164fa3ae3b22d1815a056cfb7ea99dcb3f38a3568ea16b50d6c7	39.22	25.47	85.23	0.00	0.00	0.00	202	591	35	0	22	9
20120112_www.usforacle.com_f2891c69339edef2dbc4a373f6ae6dd076bba28fb00514a78a3453eb	80.87	80.57	81.17	0.00	0.00	0.00	651	157	151	0	22	23
20120117_www.vancouversun.com_71478413f90e0d6f2262f3a2cadb7a30be7d7f726e3215acbbd9912d	84.16	79.84	88.99	0.00	0.00	0.00	582	147	72	0	20	20
20120112_www.pulsetoday.co.uk_9be002fbea0f0cda68ec64a3d969d7c5f981f67724253017eb93b917	78.74	71.47	87.67	0.00	0.00	0.00	263	105	37	0	1	7
20120117_www.cbc.ca_d280ab600eeced3edfccf6115b9f97c18cfc3e5eaeb1e8a008078b1f	82.42	78.78	86.41	0.00	0.00	0.00	464	125	73	0	20	21
20120112_www.guardian.co.uk_8255a113def1cb887ffd98ceb14bd87e2cc219bb634d56f22185eea0	86.32	82.52	90.48	0.00	0.00	0.00	798	169	84	0	17	21
20120117_www.vancouversun.com_eb21b7043fcf3025de7089f813da30ebf2866ec79e08ebd77f289128	85.60	81.68	89.92	0.00	0.00	0.00	437	98	49	0	9	12
20120112_capsules.kaiserhealthnews.org_bd950f35c3d4bbfedd3679aa8ed5911ac1670d24388a5c68bc43101b	84.39	77.66	92.41	0.00	0.00	0.00	438	126	36	0	9	11
20120117_www.emirates247.com_3a7aa28fa801bdb4409674b8dbbfa9898076418e079d5b7f7e85b041	16.40	9.10	82.76	0.00	0.00	0.00	168	1678	35	0	67	10
20120112_www.winnipegfreepress.com_0c2c3ed6118a3315ea5ab46444a5010ad180a3b82a0182cbaf9749f7	82.86	75.84	91.31	0.00	0.00	0.00	788	251	75	0	25	24
20120112_yourlife.usatoday.com_91a9ac0660db9f0283c2a185ac06624c308da067ad8d6a7d644a0d9d	65.49	52.97	85.77	0.00	0.00	0.00	428	380	71	0	3	17
20120112_www.guardian.co.uk_5f4756f5d32b866aac3bd29eb56a5e7d613ace85e3e89d50bd409360	72.69	63.49	85.02	0.00	0.00	0.00	193	111	34	0	6	9
20120112_www.winnipegsun.com_73165016b6c9d0a560d91e989e05fc18e0377bfdc9f8cda970e26a7d	54.89	73.18	43.91	0.00	0.00	0.00	292	107	373	0	9	22
20120112_www.northamptonchron.co.uk_c71218a36a51118e3cc0a73afdc72812de85815c1ac68f94a735da28	92.58	91.93	93.25	0.00	0.00	0.00	1629	143	118	0	53	54
20120112_www.medicalnewstoday.com_15b285f600b9236be7ce88cfb81f1a5a229f078321d2e94265ddb1ed	86.62	83.71	89.74	0.00	0.00	0.00	586	114	67	0	0	20
20120117_www.ctv.ca_c0c7faf0396c90b75a307acbd2afa92f8ba4ec226b64ad3af584feba	4.59	2.55	23.00	0.00	0.00	0.00	23	879	77	0	26	5
20120117_www.vancouversun.com_53f7cb2729dbc799a8053833c38c1e209189cec3232585a24e480a55	79.28	72.85	86.96	0.00	0.00	0.00	220	82	33	0	7	9
20120112_www.theage.com.au_020d43d60b12fc5b5432754642742548282d8dc150d8c95f4aebac53	81.58	75.20	89.14	0.00	0.00	0.00	279	92	34	0	10	11
