file	F	P	R	F.tag	P.tag	R.tag	TP	FP	FN	TP.tag	FP.tag	FN.tag
20111206_www.express.gr_fe5aaffb179cb79d777721a048b5fe804bb1bf6c8201e3611fa83eb7	5.04	2.59	91.28	70.00	73.68	66.67	471	17696	45	14	5	7
20120106_www2.rizospastis.gr_c44d5229886107a964158809a7762986d468cbec420700d03e3fef7f	40.36	25.75	93.30	0.00	0.00	0.00	515	1485	37	0	15	7
20111223_www.express.gr_374762ff4e1b04230ae3e3f963a915f8bdc31896297eb788bb6fc9b1	2.53	1.28	89.15	0.00	0.00	0.00	230	17717	28	0	0	6
20111229_www.express.gr_e89708756b62de16c045024abce18962f4887cceb384ba4d436dae93	4.50	2.30	94.78	0.00	0.00	0.00	418	17731	23	0	0	8
20120106_www2.rizospastis.gr_f07c6ea188bee2759e1882bc3e1ed48a9d503e0731f9ea4102592b9a	43.60	28.51	92.65	0.00	0.00	0.00	782	1961	62	0	21	16
20120106_www.tovima.gr_743ded6e97f5182f3a2011cdd167996edc192c096917e935f1140f78	7.79	4.07	88.97	71.43	76.92	66.67	363	8552	45	10	3	5
20111109_www.express.gr_6066839f4292469965d02e2879526a4fed12f6a8c4e1ba5ecc111893	4.41	2.26	93.81	0.00	0.00	0.00	409	17690	27	0	0	9
20120106_www2.rizospastis.gr_4e4eaf02db02876450dc459fd997fb8c7cecbab449aed2ed2326526a	38.35	24.32	90.72	0.00	0.00	0.00	489	1522	50	0	15	8
20111104_www.express.gr_42e0b60d0d424eb58535a9932e2c03999ea754f508248e913b735615	4.70	2.41	95.61	0.00	0.00	0.00	436	17676	20	0	0	7
20111109_www.express.gr_a5406a8d760df5c8f1ca77c7e5671bd70adc898b907cef3fa9d6894f	3.59	1.83	93.73	66.67	100.00	50.00	329	17667	22	4	0	4
20120106_www1.rizospastis.gr_9bee46ba264b3073b643e84da3e0fdd95a2fa0977fb7489b57d04e88	6.63	3.48	72.73	0.00	0.00	0.00	48	1333	18	0	10	2
20120106_www.ethnos.gr_1084803ed0be38ec9e1cd259051c6724425a18b4729e37010668f164	11.87	6.33	94.80	75.00	75.00	75.00	255	3772	14	6	2	2
20120106_www.sigmalive.com_933d4d485b475e4ddc031824c7494f26cc52dad11af991fd6adc8baa	39.09	24.50	96.70	90.00	100.00	81.82	498	1535	17	9	0	2
20120106_www2.rizospastis.gr_b6790588a82e5a49bbeb17c84d2d9955724b60b3149ff61a623706f7	17.60	9.80	85.97	0.00	0.00	0.00	190	1748	31	0	13	5
20120106_www.kathimerini.com.cy_21a451967de884b70d8bc66ea154dc81bd15493ea0dd3a75029bd2b7	6.38	3.31	86.23	0.00	0.00	0.00	144	4201	23	0	0	5
20111219_www.express.gr_36151b6ff7434e17bcc491b8f8d581a4389e87211b7f28e84e5ebac8	6.82	3.54	96.44	0.00	0.00	0.00	650	17732	24	0	0	9
20120106_www.tovima.gr_e86e96f302600f04a179aed847390294542f51d1503da4b522c54ba8	9.91	5.25	89.67	0.00	0.00	0.00	434	7838	50	0	1	11
20120106_www1.rizospastis.gr_30d12031433cfe118d842ab19f305db0825668b5e0a57d6bf1e36f89	20.43	11.58	86.94	0.00	0.00	0.00	193	1474	29	0	14	5
20120106_www.kavalanet.gr_439c1c31f81f17eb2bdb5534dcc59a6da4532b05c6c6583b269e2c0d	24.50	14.27	86.65	0.00	0.00	0.00	344	2067	53	0	4	11
