file	F	P	R	F.tag	P.tag	R.tag	TP	FP	FN	TP.tag	FP.tag	FN.tag
20120112_www.reuters.com_2d186f1bdc126e568e3394e1f1af926f58c39d8ccbe1ec0fe30ddec5	13.04	7.01	93.64	51.06	38.71	75.00	442	5867	30	12	19	4
20120117_www.bbc.co.uk_e3fd678203c31aa09445d655a2e56a7f8bf4c1651ceef12345789a9c	9.16	4.83	87.66	54.55	42.86	75.00	206	4057	29	9	12	3
20120117_www.news.com.au_45ec13db07ca54a903d0b2f1ab5560495b485cdc62e5e573caaa8bfc	9.20	4.85	90.46	66.67	70.00	63.64	275	5398	29	7	3	4
20120117_www.ohio.com_3257efd6ddffd185f2fe02a3033e51b100d23cfe1bbb6974825ab535	15.20	8.26	94.83	84.00	77.78	91.30	514	5708	28	21	6	2
20120112_www.smh.com.au_a06534b3c16eaf51c4fac344f19aebef34c49dc2d543a7f721bcf310	18.42	10.18	96.93	76.36	67.74	87.50	632	5578	20	21	10	3
20120117_www.guardian.co.uk_391eecad2ee1c02543a7c9a17ac788046d6dd5b6204b7f11d0dfbc73	19.31	10.72	96.91	63.16	48.65	90.00	659	5486	21	18	19	2
20120117_ibnlive.in.com_699400a4278cba71902aee6965c6cb60f3a1dd057377414ce021cb4e	7.07	3.67	94.97	66.67	100.00	50.00	189	4962	10	1	0	1
20120117_www.ndtv.com_9217541c6e041802716cd7470f536583e5bc5aca5234bf5802d9a31a	7.32	3.84	80.00	20.00	50.00	12.50	124	3107	31	1	1	7
20120117_www.guardian.co.uk_2db34db46735626bb17099f1e04a0b8a3614ac789391c9bfe3cfd4e6	13.89	7.48	97.02	57.14	43.24	84.21	488	6037	15	16	21	3
20120112_ibnlive.in.com_09fad9c959056d10ec19c574be69fde6666617dfc01321c4e5620f9a	2.25	1.14	78.64	20.00	25.00	16.67	81	7016	22	1	3	5
20120117_www.heraldsun.com.au_8126059a034413bbc5feda6c0972a2f4bcdc10a4a2966756524bdb9a	9.80	5.21	82.69	10.53	33.33	6.25	277	5042	58	1	2	15
20120112_news.nationalpost.com_db84bb6bef5278925cad1cb6ee9f78ef5341659326967b3a77cf8799	24.66	14.14	96.14	15.32	8.54	73.91	647	3928	26	17	182	6
20120112_www.bbc.co.uk_11ac003bb189b173013ffe172a5f9d970511411776aa8a2240af5a06	6.60	3.43	87.10	50.00	37.50	75.00	135	3800	20	6	10	2
20120112_www.whitehouse.gov_8a4f1f3cb5ec3c71b3480a56cbbff449d1973595033b728f7e82fadf	31.08	18.96	86.20	32.56	26.92	41.18	762	3258	122	7	19	10
20120117_www.dnaindia.com_fd3765adb1b01b810d1167ba1712a8470fba7b0fb2891182c2b1a100	22.01	12.43	95.79	96.30	100.00	92.86	296	2085	13	13	0	1
20120112_twocircles.net_e952787cf52feb093284b1e08fa3e2bbf673634e3a36618d1e5ae5f7	27.53	16.07	95.94	55.00	40.74	84.62	307	1603	13	11	16	2
20120117_www.google.com_6efdc613eb93d12a9500bf91a355693091eb23744fb0d6621b6e50ef	50.47	34.06	97.37	90.91	90.91	90.91	296	573	8	10	1	1
20120112_www.barchester.com_4c4d0427e91d6004553087582714950ca37bb14a373c872a31053a77	33.58	20.73	88.36	11.76	14.29	10.00	205	784	27	1	6	9
20120117_medicalxpress.com_e90868732f31bc8286c67c05fdbc456e9b374ced94bb3999dd91baa9	35.44	21.66	97.38	55.88	42.22	82.61	1152	4167	31	19	26	4
20120117_www.thehindu.com_8b040e087a12de4d40f989bae180f0f17387a2d0e9645faa766e108f	16.55	9.09	92.25	0.00	0.00	0.00	500	5001	42	0	2	18
20120112_www.pulsetoday.co.uk_9be002fbea0f0cda68ec64a3d969d7c5f981f67724253017eb93b917	11.49	6.14	88.67	0.00	0.00	0.00	266	4063	34	0	2	7
20120117_www.dailymail.co.uk_56994e6d6576437c4deaf0da93ed39e5e4ef091958832cf3ec83bd6d	9.42	4.99	83.91	4.35	4.35	4.35	485	9238	93	1	22	22
20120117_wonderwoman.intoday.in_ac77509543e77c4fac40e105e32e2772efe84f6e1c2fe32e14f41a39	40.51	26.24	88.73	0.00	0.00	0.00	433	1217	55	0	1	17
20120112_abcnews.go.com_3a6a0eb843fbdd0cf4c05f9cf4fc3e325539f9a837029af6c52617c2	21.14	11.92	93.45	72.00	81.82	64.29	728	5379	51	18	4	10
20120117_www.mirror.co.uk_7d5e6f67a6979c53c5555614287d5e615c527c53fb9760236b95b8b9	10.41	5.51	92.89	76.47	68.42	86.67	431	7385	33	13	6	2
20120117_www.winnipegfreepress.com_3d2c24aeef2bf0ed60610f88eb47843cbc1976c6fb8fef769ef233b4	23.00	13.03	97.81	80.00	68.75	95.65	491	3276	11	22	10	1
20120117_www.sunderlandecho.com_11ef26314b2339538dba0edf09303ccba6fecc6d108cea306d79a8ca	20.39	11.41	95.59	74.51	65.52	86.36	477	3703	22	19	10	3
