file	F	P	R	F.tag	P.tag	R.tag	TP	FP	FN	TP.tag	FP.tag	FN.tag
20120106_wiadomosci.wp.pl_10d2ae8b62b4ccbba64f1ce727d1fba53cdf94a88d4602540a5d24d9	3.81	1.95	82.80	5.71	3.33	20.00	130	6546	27	1	29	4
20120106_www.bankier.pl_332f048f36d15b41e2af00aee9259f25b613e541fe8d0be398ab7adf	9.47	5.01	87.31	0.00	0.00	0.00	117	2220	17	0	2	4
20120105_www.we-dwoje.pl_d44a3a11a11758e85d892e36c44fe469c34e7be625a1a9b2fe4b6990	35.65	22.26	89.38	53.33	44.44	66.67	875	3055	104	8	10	4
20120106_www.rmf24.pl_7f5842e8e43fd5565317ab8861e87f8370174b9d947220c14baa9b2a	6.84	3.57	79.57	16.00	9.52	50.00	222	5989	57	4	38	4
20111209_www.biolog.pl_f8a9a3a7e56a47890452bd092305ca15eaaf850b48b6935084628b48	11.72	6.31	82.11	27.27	16.67	75.00	101	1500	22	3	15	1
20120106_www.wprost.pl_1da9a6f43423d0e5ae200279d78abdc31feca05e8dc98ec380e665de	4.62	2.37	87.50	33.33	33.33	33.33	182	7488	26	2	4	4
20111209_goodcontents.net_d3d973b9ef61722241c1895ccf3226ee946d67ce816ac725955be986	21.11	11.87	95.50	23.53	22.22	25.00	552	4099	26	2	7	6
20111121_www.zdrowiutko.info_d6ef7934b7e61cb4db76438cc3e26017ef9e689b1541a1631aa8a4e1	46.90	32.13	86.80	0.00	0.00	0.00	822	1736	125	0	7	20
20120106_www.kurierlubelski.pl_b56f33f49ca7f0a5e7890c8319613281f94d271e5a948c0845d2adb7	4.73	2.44	78.87	0.00	0.00	0.00	209	8362	56	0	13	11
20111207_www.we-dwoje.pl_1c0a491674db2d2724388d3fb0c5682dd6a80cdaa873938b214330d2	28.35	16.83	89.77	15.38	33.33	10.00	658	3251	75	1	2	9
20120104_www.money.pl_8849f52a52f6e165cfa84fe7f3fadc3d75a2150204c19ca4fda57bfa	18.59	10.29	96.03	78.26	75.00	81.82	460	4009	19	9	3	2
20111209_www.we-dwoje.pl_1c0a491674db2d2724388d3fb0c5682dd6a80cdaa873938b214330d2	28.82	17.14	90.44	14.29	33.33	9.09	672	3248	71	1	2	10
